,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,temperature,apparent_temperature,humidity,weather_code,precipitation,snowfall,wind_speed,wind_direction,soil_temperature,soil_moisture,sunrise,sunset,day_or_night_code
5202,5202,5202,5202,MCP3108000F,180018477,Montgomery County Police,Property Damage Crash,04/16/2018 07:02:00 AM,Maryland (State),FREDERICK RD,MONTGOMERY VILLAGE AVE,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,,NONE DETECTED,,A9A6848F-7A04-4728-A1C1-9C090FDB9CA4,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,AC274447-3A5A-40E3-BD60-5FCCC9EB2948,SUPERFICIAL,ONE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,South,35,No,No,2016,THOMAS,BUS,39.153125,-77.212995,"(39.153125, -77.212995)",9.093999862670898,6.849114418029785,100.0,51.0,0.1000000014901161,0.0,13.77911376953125,340.1446838378906,11.843999862670898,0.5080000162124634,05:30:00,18:47:00,0.0
5203,5203,5203,5203,MCP2776002H,180027096,Montgomery County Police,Property Damage Crash,06/02/2018 03:14:00 AM,Maryland (State),GEORGIA AVE,HELSEL DR,,,,SAME DIR REND RIGHT TURN,CLOUDY,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,8B3B09CA-171E-4E9D-8F66-8D92B5423729,Yes,NO APPARENT INJURY,,UNKNOWN,MD,E2589E63-21B1-44FB-A007-A4339BD5C2FF,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,North,45,No,No,2015,FORD,FOCUS,39.07308833,-77.06534167,"(39.07308833, -77.06534167)",20.53949928283692,23.99053192138672,99.69214630126952,51.0,0.2000000029802322,0.0,4.553679466247559,341.56494140625,21.489500045776367,0.4900000095367431,04:43:00,19:28:00,1.0
5204,5204,5204,5204,MCP30000057,250011943,MONTGOMERY,Property Damage Crash,03/18/2025 09:43:00 PM,Maryland (State) Route,GREAT SENECA HWY,DAIRYMAID DR,,,,Angle,Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,1CDD53B5-1C91-4BA9-A2C3-CDC7F89ACD21,No,No Apparent Injury,,Not Distracted,MD,45FDDACF-FF99-48CB-80E0-AFB2807AFEAD,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,,45,No,No,2012,MAZDA,MAZDA6,39.15738383,-77.2758085,"(39.15738383, -77.2758085)",9.855999946594238,6.572939872741699,52.0021858215332,0.0,0.0,0.0,8.436989784240723,168.92984008789062,9.406000137329102,0.4160000085830688,06:14:00,18:19:00,0.0
5205,5205,5205,5205,EJ786600FW,240057353,GAITHERSBURG,Property Damage Crash,11/30/2024 03:20:00 PM,County Route,SHADY GROVE RD,RAMP 1 FR IS 270 NB TO SHADY GROVE RD WB,,,,Rear To Side,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,564E52CD-3866-4150-8C09-6C8F4B2B9EF6,No,No Apparent Injury,,Not Distracted,MD,80C5A5F1-FABD-44E9-A320-AA72B5AF1B46,Disabling,Eleven O Clock,Passenger Car,Turning Left,Eastbound,30,No,No,2019,FORD,EXPLORER,39.11184916,-77.18703012,"(39.11184916, -77.18703012)",0.0744999945163726,-5.923154354095459,44.25753402709961,0.0,0.0,0.0,18.46645736694336,280.10498046875,0.1744999885559082,0.3919999897480011,07:08:00,16:46:00,1.0
5206,5206,5206,5206,MCP33870039,250039409,MONTGOMERY,Property Damage Crash,09/03/2025 08:31:00 AM,County Route,LORAIN AVE,UNIVERSITY BLVD W,,,,Angle,Clear,Dry,Daylight,Stop Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,5367884E-BC0E-48AD-87A9-FDD911A68BCE,No,No Apparent Injury,,Not Distracted,MD,1B3DC9F6-06DD-4B50-851F-A02231C7FCEE,Superficial,Eleven O Clock,Passenger Car,Stopped in Traffic,Northbound,25,No,No,2024,FREIGHTLINER,M2,39.0218268,-77.01511608,"(39.0218268, -77.01511608)",20.94599914550781,21.62638282775879,62.42333221435547,1.0,0.0,0.0,3.0173499584198,197.35411071777344,18.59600067138672,0.164000004529953,05:39:00,18:35:00,0.0
5207,5207,5207,5207,MCP2150000P,230011073,Montgomery County Police,Property Damage Crash,03/06/2023 05:30:00 PM,US (State),COLUMBIA PIKE,SANDY SPRING RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,D47E5F6C-65E3-4BB6-84AC-BAE2F8FAA823,Yes,NO APPARENT INJURY,,NOT DISTRACTED,IL,3E078981-3EF7-4659-830A-6D9593EF6701,SUPERFICIAL,TEN OCLOCK,PASSENGER CAR,CHANGING LANES,South,55,No,No,2014,JEEP,GRD CHEROKEE,39.10548067,-76.9324485,"(39.10548067, -76.9324485)",8.539999961853027,4.938586235046387,60.55329513549805,2.0,0.0,0.0,11.60965061187744,119.74478912353516,9.4399995803833,0.4429999887943268,06:32:00,18:04:00,1.0
5208,5208,5208,5208,MCP3362002T,240011516,MONTGOMERY,Injury Crash,03/10/2024 05:59:00 AM,Ramp,RAMP 8 FR MD 650 SB TO IS 495 WB,,,,,Angle,Clear,Wet,Dark - Not Lighted,No Controls,"Suspect of Alcohol Use, Not Suspect of Drug Use",,2EF57156-9CB7-4D4D-B637-C25E105075DC,No,,"Disregarded Other Road Markings, Failed to Keep in Proper Lane, Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner, Operated Motor Vehicle in Reckless or Aggressive Manner, Other Improper Action, Ran Off Roadway, Too Fast For Conditions",Unknown,,48F7CBEF-8CD0-4005-97F6-F61BC4F07D66,Disabling,Twelve O Clock,Passenger Car,Negotiating a Curve,,25,No,No,2010,HONDA,ACCORD,39.0203095,-76.9777388,"(39.0203095, -76.9777388)",4.802000045776367,0.49395751953125,89.6935806274414,3.0,0.0,0.0,18.79255104064941,290.1707458496094,5.901999950408936,0.5,06:25:00,18:10:00,1.0
5209,5209,5209,5209,MCP2412000C,16010969,MONTGOMERY,Property Damage Crash,03/05/2016 03:58:00 AM,Maryland (State),UNIVERSITY BLVD E,CARROLL AVE,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,9998A0F2-69F9-4403-AAC9-2FD2BD27FBBC,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,1502A060-56DD-44C3-AA72-1C68D1094758,NO DAMAGE,SIX OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",STOPPED IN TRAFFIC LANE,West,35,No,No,2000,FORD,F-350,38.99441333,-76.99249333,"(38.99441333, -76.99249333)",-2.0934998989105225,-6.110343933105469,79.6181411743164,1.0,0.0,0.0,8.350137710571289,352.5686950683594,0.5065000057220459,0.4449999928474426,06:33:00,18:04:00,1.0
5210,5210,5210,5210,DM8458002D,180061630,Takoma Park Police Depart,Property Damage Crash,12/10/2018 08:00:00 AM,Government,SLIGO CREEK PKWY,NEW HAMPSHIRE AVE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,FBBD1916-D02C-444A-9FBF-9A14168FEE06,Unknown,NO APPARENT INJURY,"N/A, TRAFFIC CONTROL DEVICE INOPERATIVE",UNKNOWN,MD,817E74A6-F43B-4382-906C-2659794D7370,DISABLING,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,10,No,No,2015,GMC,TERRAIN,38.98062167,-76.98968167,"(38.98062167, -76.98968167)",-2.126499891281128,-7.263540267944336,61.55485916137695,1.0,0.0,0.0,13.755579948425291,6.008918285369873,0.6735000014305115,0.4580000042915344,07:15:00,16:45:00,0.0
5211,5211,5211,5211,DD56490022,220013105,Rockville Police Departme,Injury Crash,03/27/2022 12:16:00 PM,Maryland (State),ROCKVILLE PIKE,TALBOTT ST,,ROCKVILLE,,OTHER,,DRY,DAYLIGHT,NO CONTROLS,,,DF97EADA-F333-4CA0-93A4-FC3A2E63AE3C,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,9895C94A-17F8-451A-880E-2CBA78B4A00A,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,45,No,No,2009,HOND,SD,39.07166667,-77.13285,"(39.07166667, -77.13285)",5.07450008392334,-1.593486785888672,40.01439666748047,3.0,0.0,0.0,24.944129943847656,290.2657775878906,7.82450008392334,0.4239999949932098,06:00:00,18:27:00,0.0
5212,5212,5212,5212,MCP3382000J,240007992,MONTGOMERY,Property Damage Crash,02/18/2024 12:57:00 PM,County Route,ARCTIC AVE,,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,C6E58263-EE15-4A20-BA92-C8081070BF9A,Yes,No Apparent Injury,Other Improper Action,Not Distracted,MD,A62A77CB-12AF-4A75-92CE-1B7DDA67E987,Functional,Six O Clock,Passenger Car,Entering Traffic Lane,Southbound,25,No,No,2019,CHEVROLET,TRAVERSE,39.07606947,-77.09926484,"(39.07606947, -77.09926484)",4.401999950408936,-0.5033900737762451,35.969600677490234,0.0,0.0,0.0,15.546833038330078,222.1843719482422,0.5519999861717224,0.4639999866485595,06:56:00,17:48:00,0.0
5213,5213,5213,5213,MCP3201005P,240010461,MONTGOMERY,Injury Crash,03/04/2024 09:43:00 AM,County Route,GOLDENROD LA,,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,6279E65B-57F4-43DD-A3CC-C4B3147A16DE,No,No Apparent Injury,,Not Distracted,MD,53EFC865-B92F-419D-BFAF-7C95A7BD8F6A,Disabling,One O Clock,Sport Utility Vehicle,Moving Constant Speed,Eastbound,30,No,No,2023,MITSUBISHI,OUTLANDER SPORT,39.18828917,-77.25123633,"(39.18828917, -77.25123633)",14.696000099182127,12.997989654541016,65.7164306640625,3.0,0.0,0.0,8.66994857788086,131.63345336914062,10.946000099182127,0.4779999852180481,06:35:00,18:04:00,0.0
5214,5214,5214,5214,MCP26410020,210010480,Montgomery County Police,Property Damage Crash,03/20/2021 10:10:00 AM,County,FIELDCREST RD,OLNEY LAYTONSVILLE RD,,,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,EF4C59A0-0198-4D2C-9C5A-DE89D6CF5AD7,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,879A0694-A91E-4B45-B55A-ED7D0EE5B6CB,DISABLING,TEN OCLOCK,PICKUP TRUCK,STOPPED IN TRAFFIC LANE,East,50,No,No,2009,CHEV,TK,39.18885667,-77.12119833,"(39.18885667, -77.12119833)",6.554500102996826,3.213845729827881,35.64967727661133,0.0,0.0,0.0,4.394360065460205,55.00790023803711,4.4045000076293945,0.449999988079071,06:11:00,18:20:00,0.0
5215,5215,5215,5215,MCP2717003J,15054305,MONTGOMERY,Property Damage Crash,10/26/2015 10:45:00 AM,Maryland (State),ROCKVILLE PIKE,STRATHMORE AVE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,DFD81578-B272-490F-9E85-B148909D2BA9,Yes,NO APPARENT INJURY,,UNKNOWN,MD,704DCA69-8E8F-48C3-81CB-33E71FD30C01,SUPERFICIAL,EIGHT OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",CHANGING LANES,North,40,No,No,2014,FORD,E450,39.03544333,-77.10695833,"(39.03544333, -77.10695833)",12.915499687194824,9.500165939331056,46.9962272644043,3.0,0.0,0.0,10.948972702026367,46.3321533203125,14.215499877929688,0.3459999859333038,06:29:00,17:15:00,0.0
5216,5216,5216,5216,MCP2633002M,220035864,Montgomery County Police,Property Damage Crash,08/19/2022 04:47:00 PM,County,SAM EIG HWY,FIELDS RD,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,392ECF20-0C6D-4208-8152-E23A7AD3ADA3,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,8819E1F9-E202-4EAE-9805-2AE90E8428CC,DISABLING,FOUR OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,50,No,No,2016,HONDA,CIVIC,39.116373,-77.208384,"(39.116373, -77.208384)",26.893999099731445,28.314441680908203,58.03059005737305,51.0,0.3000000119209289,0.0,10.028438568115234,158.96241760253906,27.694000244140625,0.3420000076293945,05:26:00,18:59:00,1.0
5217,5217,5217,5217,MCP3319000G,220005155,Montgomery County Police,Injury Crash,02/06/2022 02:05:00 PM,Maryland (State),COLESVILLE RD,16TH ST,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,5E307F79-9E70-4E1A-B5AC-B261DB837880,Yes,SUSPECTED MINOR INJURY,,NOT DISTRACTED,DC,461B6872-EAB9-45D1-AD80-D28287397A78,DISABLING,FOUR OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,35,No,No,2019,LEXUS,UT,38.99254133,-77.03599433,"(38.99254133, -77.03599433)",1.8895000219345093,-2.8974409103393555,28.976686477661133,0.0,0.0,0.0,9.164103507995604,135.00010681152344,-0.410500019788742,0.4760000109672546,07:09:00,17:35:00,1.0
5218,5218,5218,5218,DD56380003,190029282,Rockville Police Departme,Property Damage Crash,06/18/2019 04:00:00 PM,,,,PARKING LOT OF 333 ELMCROFT BLVD PARKING GARAGE AT UNIT 11C.,,,SINGLE VEHICLE,UNKNOWN,,UNKNOWN,NO CONTROLS,UNKNOWN,,37998623-5CA7-4055-9BA0-CA2DBDF2992C,Yes,NO APPARENT INJURY,,UNKNOWN,,4E356C3D-26CF-468C-B313-A4353FCBEB17,UNKNOWN,UNKNOWN,,UNKNOWN,Unknown,15,Unknown,No,0,UNKNOWN,UNKNOWN,39.1125621,-77.16382089,"(39.1125621, -77.16382089)",28.0939998626709,28.975566864013672,55.81937789916992,3.0,0.0,0.0,15.273505210876465,278.1300048828125,26.74399948120117,0.367000013589859,04:42:00,19:37:00,1.0
5219,5219,5219,5219,MCP27500046,190031806,Montgomery County Police,Property Damage Crash,07/03/2019 11:10:00 PM,Maryland (State),CONNECTICUT AVE,WELLER RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,8FD7E130-FDC7-4217-9DC8-9A6F3A67B2AC,Yes,NO APPARENT INJURY,,NOT DISTRACTED,US,6A0A6D5E-2A43-4CE9-9912-91F265256A89,FUNCTIONAL,SEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,45,No,No,2002,HONDA,CIVIC,39.08318833,-77.08280667,"(39.08318833, -77.08280667)",23.87849998474121,29.13003921508789,96.15812683105467,3.0,0.0,0.0,2.620839357376098,164.05453491210938,24.37849998474121,0.4239999949932098,04:47:00,19:37:00,0.0
5220,5220,5220,5220,MCP3107003G,250032127,MONTGOMERY,Property Damage Crash,07/18/2025 03:13:00 PM,County Route,PARKLAWN DR (WB/L),TWINBROOK PKWY,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,1C19B2CD-2D55-4747-BF84-35B88DF10A3D,Yes,No Apparent Injury,,Not Distracted,VA,CBA6D182-EC5E-422A-ACA3-0CB1EB71EEA2,Functional,Twelve O Clock,Van - Passenger (&lt;9 Seats),Slowing or Stopping,,40,No,No,2024,FORD,TRANSIT,39.06161952,-77.11656578,"(39.06161952, -77.11656578)",30.02200126647949,33.68252944946289,56.63608551025391,51.0,0.1000000014901161,0.0,2.979530096054077,295.016845703125,30.32200050354004,0.3339999914169311,04:57:00,19:31:00,1.0
5221,5221,5221,5221,MCP3331001X,230026236,Montgomery County Police,Property Damage Crash,06/01/2023 08:03:00 AM,Maryland (State),GEORGIA AVE,ARCOLA AVE,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,989590C2-E7F5-4A5B-896E-A425FA5A948C,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,2BCD6AF5-E46B-4F33-8412-5AC3BAB8F88C,SUPERFICIAL,TWELVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,STARTING FROM LANE,South,35,No,No,2017,FORD,EXPLORER,39.04719283,-77.05262567,"(39.04719283, -77.05262567)",20.02050018310547,20.66656875610352,69.49726104736328,0.0,0.0,0.0,5.154415607452393,12.094738960266112,15.770499229431152,0.328000009059906,04:44:00,19:27:00,0.0
5222,5222,5222,5222,MCP2978002T,180062301,Montgomery County Police,Injury Crash,12/13/2018 06:00:00 PM,County,GLEN RD,PINEY MEETINGHOUSE RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,B63C436B-4D74-49A0-B9AE-5CA686C2131E,Yes,SUSPECTED MINOR INJURY,,LOOKED BUT DID NOT SEE,MA,B3B11B95-C097-49BB-951B-B619495A12EA,DESTROYED,NINE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,40,No,No,2008,NISSAN,ROGUE,39.05221667,-77.239355,"(39.05221667, -77.239355)",4.371999740600586,1.0754508972167969,81.72884368896484,3.0,0.0,0.0,9.726664543151855,87.87895202636719,4.671999931335449,0.4460000097751617,07:19:00,16:47:00,1.0
5223,5223,5223,5223,MCP1151008P,180060983,Montgomery County Police,Property Damage Crash,12/06/2018 11:10:00 AM,County,FATHER HURLEY BLVD,WISTERIA DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,20EB178E-4974-49E1-A6D3-A8D9601FA076,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,2DF6412A-0B61-4336-951C-023127F90E5E,FUNCTIONAL,FIVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30,No,No,2010,TOYT,COROLLA,39.18119333,-77.276201,"(39.18119333, -77.276201)",2.869499921798706,-2.239070415496826,51.79217147827149,3.0,0.0,0.0,15.15852165222168,274.0855407714844,3.069499969482422,0.4650000035762787,07:14:00,16:45:00,0.0
5224,5224,5224,5224,MCP29050018,15038485,MONTGOMERY,Property Damage Crash,08/03/2015 03:39:00 PM,Maryland (State),RIVER RD,BUTLER RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,F1FD28F3-E7BA-44E0-921D-438C09DF2D0B,Unknown,NO APPARENT INJURY,,UNKNOWN,MD,DBAFF8CF-0D21-41C0-9B6D-99E457F1384A,FUNCTIONAL,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2008,VOLVO,4S,38.96321667,-77.10161167,"(38.96321667, -77.10161167)",30.90850067138672,30.30551528930664,37.06642532348633,3.0,0.0,0.0,14.386493682861328,211.70138549804688,29.85849952697754,0.3459999859333038,05:10:00,19:17:00,1.0
5225,5225,5225,5225,MCP2636000B,170542856,Montgomery County Police,Property Damage Crash,11/14/2017 10:15:00 PM,County,TECH RD,OLD COLUMBIA PIKE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,A96BAFDF-CAA1-44B5-8F70-69B492C0F152,Yes,NO APPARENT INJURY,,NOT DISTRACTED,GA,E88E7E58-6A92-4191-956F-A8CCE4017951,DISABLING,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,CHANGING LANES,West,35,No,No,2007,FORD,EXPLORER,39.05691167,-76.96769333,"(39.05691167, -76.96769333)",3.7790000438690186,0.6215462684631348,73.2450942993164,3.0,0.0,0.0,6.489992141723633,340.55987548828125,6.52899980545044,0.460999995470047,06:50:00,16:54:00,0.0
5226,5226,5226,5226,MCP3182002D,250000254,MONTGOMERY,Property Damage Crash,01/02/2025 08:41:00 PM,,,,Parking Lot Way        SUNOCO GAS STATION PARKING LOT 19235 FREDRICK ROAD,,,"Sideswipe, Opposite Direction",Clear,,Dark - Lighted,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,D21152C6-C90D-4035-BDCC-6B9C2E97A57D,No,No Apparent Injury,,Not Distracted,MD,D6A96E88-4E66-4303-B26D-C98220C5D337,Superficial,Five O Clock,Van - Passenger (&lt;9 Seats),Slowing or Stopping,Not On Roadway,0,No,No,2023,CHRYSLER,PACIFICA,39.17166181,-77.23570208,"(39.17166181, -77.23570208)",-0.0005000084638595,-4.17827844619751,64.74584197998047,2.0,0.0,0.0,8.936777114868164,288.79998779296875,2.0994999408721924,0.3899999856948852,07:28:00,16:57:00,0.0
5227,5227,5227,5227,DD56070013,15003573,Rockville Police Departme,Property Damage Crash,01/22/2015 03:47:00 PM,Municipality,ROSE PETAL WAY,AUTUMN WIND WAY,,ROCKVILLE,,STRAIGHT MOVEMENT ANGLE,CLEAR,OTHER,DAYLIGHT,NO CONTROLS,NONE DETECTED,,713F62E9-A859-4AF6-8E2E-C37ED3492702,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,62500240-4B6B-46F3-8ADB-F8911A540787,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,20,No,No,2003,SUBARU,FORESTER,39.08075333,-77.16183167,"(39.08075333, -77.16183167)",5.263500213623047,0.7761373519897461,54.863555908203125,1.0,0.0,0.0,13.246826171875,312.7973937988281,0.4135000109672546,0.4839999973773956,07:22:00,17:17:00,1.0
5228,5228,5228,5228,MCP2683006F,220056833,Montgomery County Police,Property Damage Crash,12/22/2022 03:59:00 PM,County,BANNISTER LA,QUAIL VALLEY BLVD,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,,10BE924B-5A87-4D47-9198-290DB63FD650,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,5517FD28-33A5-4DEF-90EC-C6528F5CF7D4,SUPERFICIAL,FIVE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,South,25,No,No,2012,THOM,BU,39.16615667,-77.18521667,"(39.16615667, -77.18521667)",6.901999950408936,3.2736687660217285,100.0,63.0,5.900000095367432,0.0,19.45332908630371,87.87895202636719,4.452000141143799,0.5099999904632568,07:24:00,16:49:00,1.0
5229,5229,5229,5229,MCP2552001Y,170520189,Montgomery County Police,Property Damage Crash,07/20/2017 03:37:00 PM,County,SHADY GROVE RD,RESEARCH BLVD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,CC18B2C6-5F31-4E7B-8D8E-9B2329B7F97B,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,E7765B0E-4DBF-46EA-A93D-6F9E03BAC3B0,DISABLING,FOUR OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2016,FORD,4S,39.10357299,-77.19079971,"(39.10357299, -77.19079971)",34.40699768066406,35.30616760253906,33.39897155761719,3.0,0.0,0.0,7.895416259765625,226.8475952148437,30.60700035095215,0.3490000069141388,04:59:00,19:30:00,1.0
5230,5230,5230,5230,MCP20720062,220047937,Montgomery County Police,Property Damage Crash,11/01/2022 07:43:00 AM,Maryland (State),RIDGE RD,SWEEPSTAKES RD,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,10D60890-89F4-45CA-91D5-AF8943CF300D,No,NO APPARENT INJURY,"SLEET, HAIL, FREEZ. RAIN, WET",NOT DISTRACTED,MD,77E44BE6-0C3D-464B-9263-4F43ADCC591C,DESTROYED,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2015,NISS,4S,39.260725,-77.22283333,"(39.260725, -77.22283333)",13.753000259399414,13.47504425048828,96.79808807373048,0.0,0.0,0.0,9.028754234313965,293.4985656738281,13.70300006866455,0.4650000035762787,06:37:00,17:08:00,0.0
5231,5231,5231,5231,MCP3243000X,220003855,Montgomery County Police,Property Damage Crash,01/28/2022 09:08:00 PM,Maryland (State),ROCKVILLE PIKE,ENT TO MID-PIKE PLAZA,,,,SINGLE VEHICLE,SLEET,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,,87C34745-9A85-4C63-B4D2-4931C9CFA155,Yes,NO APPARENT INJURY,"SLEET, HAIL, FREEZ. RAIN, WET",UNKNOWN,MD,C3F86BBA-1C29-4784-B3E8-9AC7202357D6,DISABLING,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2016,TOYTA,RAVA 4,39.05134046,-77.11548976,"(39.05134046, -77.11548976)",-0.2235000133514404,-4.169291496276856,90.94123840332033,73.0,0.4000000059604645,0.2800000011920929,10.948972702026367,9.462261199951172,0.8264999985694885,0.4339999854564667,07:18:00,17:24:00,0.0
5232,5232,5232,5232,MCP2914003F,16044063,Montgomery County Police,Property Damage Crash,08/29/2016 08:11:00 PM,Maryland (State),NEW HAMPSHIRE AVE,NORTHAMPTON DR,,,,OTHER,CLEAR,,DARK LIGHTS ON,TRAFFIC SIGNAL,,,4F623C75-E429-4E72-9735-65E1E9125BE4,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,348A2B84-EE6B-432F-A885-15728DC37D90,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,40,No,No,1998,JEEP,TK,39.00681667,-76.98069833,"(39.00681667, -76.98069833)",27.63249969482422,30.863426208496094,65.29167938232422,1.0,0.0,0.0,6.162207126617432,96.7097396850586,27.93249893188477,0.328000009059906,05:34:00,18:42:00,0.0
5233,5233,5233,5233,MCP2857003L,220010449,Montgomery County Police,Property Damage Crash,03/10/2022 11:02:00 PM,County,SHADY GROVE RD,CRABBS BRANCH WAY,,,,OTHER,,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,25C2DC45-137D-4182-808B-471C10035609,Yes,NO APPARENT INJURY,,NO DRIVER PRESENT,,143D8711-0FCB-433F-9A00-628BAC25C322,UNKNOWN,NON-COLLISION,,MOVING CONSTANT SPEED,South,45,No,No,0,UNKNOWN,UNKNOWN,39.12961235,-77.16540443,"(39.12961235, -77.16540443)",5.017999649047852,1.6694674491882324,64.70350646972656,0.0,0.0,0.0,7.289443969726562,110.2249526977539,5.667999744415283,0.4670000076293945,06:27:00,18:10:00,0.0
