Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,Vehicle Cutted in 5 years intervals
MCP2473000T,170507192,Montgomery County Police,Property Damage Crash,05/11/2017 10:14:00 AM,US (State),COLUMBIA PIKE,BEGIN BRIDGE,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,UNKNOWN,,44A80018-84BB-40F0-A5CD-A33ACD51FFDF,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,,403DC4D6-86BD-4D26-8867-0E12643189E4,UNKNOWN,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,UNKNOWN,South,50,No,No,2015,DODG,DURANGO,39.05011,-76.98163333,"(39.05011, -76.98163333)",2015
MCP2939007J,250018518,MONTGOMERY,Property Damage Crash,04/28/2025 03:35:00 PM,,,,Driveway        VEHICLE STRUCK RESIDENCE LOCATED AT 22421 FREDERICK RD CLARKSBURG MD,,,Single Vehicle,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,2F5221B4-FF20-475C-B16B-BCB8BA97A495,Yes,No Apparent Injury,"Other Improper Action, Ran Off Roadway",Unknown,MD,D1B96768-D049-4750-A010-BD76366BB3D4,Functional,Twelve O Clock,Passenger Car,Moving Constant Speed,Not On Roadway,0,No,No,2020,LEXUS,NX,39.2250813,-77.26206669,"(39.2250813, -77.26206669)",2020
DD56530023,230020564,Rockville Police Departme,Property Damage Crash,04/30/2023 03:47:00 AM,Maryland (State),ROCKVILLE PIKE,EDMONSTON DR,,ROCKVILLE,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,354E76F0-EF8E-41DB-BE3B-48C9C7CFF79F,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0A621958-968F-4C1F-A302-CC8BD4AECB80,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,2012,HONDA,CIVIC,39.07442977,-77.1356899,"(39.07442977, -77.1356899)",2010
MCP2446005Z,220049078,Montgomery County Police,Property Damage Crash,11/06/2022 11:15:00 AM,,,,IN THE PARKING LOT OF 26131 WOODFIELD RD. (PARK AND RIDE DAMASCUS),,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,E6A32F93-FD70-44AA-86B2-C020F435DA53,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,D01C8D4C-C999-49EA-93C4-E49B952CFC05,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,BACKING,East,25,No,No,2014,HONDA,ACCORD,39.2867923,-77.20141842,"(39.2867923, -77.20141842)",2010
MCP14530015,15007941,Montgomery County Police,Injury Crash,02/18/2015 07:52:00 AM,Municipality,E DIAMOND AVE,SPUR TO RAILROAD ST,,,,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,YIELD SIGN,NONE DETECTED,,A3E2C340-736F-41EB-BBB8-7A72716686E7,Yes,NO APPARENT INJURY,"VISION OBSTRUCTION (INCL. BLINDED BY SUN), WET",INATTENTIVE OR LOST IN THOUGHT,MD,BCA14FED-FBDE-4C13-BB77-41F798491DCA,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,30,No,No,2010,TOTOYTA,HIGHLANDER,39.13941167,-77.18152167,"(39.13941167, -77.18152167)",2010
MCP31300046,210042436,Montgomery County Police,Injury Crash,10/22/2021 07:30:00 AM,Maryland (State),CONNECTICUT AVE,WELLER RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,295FC0DD-F641-42A5-A9AD-72DFDD0E5FED,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,D5A9C979-ED50-47EB-8051-65385724D51A,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2010,CHEVY,BOX TRUCK,39.06272333,-77.073555,"(39.06272333, -77.073555)",2010
MCP2563001K,220057069,Montgomery County Police,Fatal Crash,12/24/2022 04:24:00 AM,County,SLIGO AVE,PINEY BRANCH RD,,,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,,288D861D-D115-4BDD-B02B-E77EF95BA6A1,Yes,FATAL INJURY,,UNKNOWN,XX,AD67AB35-AB9E-4417-BC94-24D36B1ADAC8,DESTROYED,UNDERSIDE,PASSENGER CAR,NEGOTIATING A CURVE,East,20,No,No,2007,SCION,TC,38.99140167,-77.01028167,"(38.99140167, -77.01028167)",2005
MCP25630025,250025817,MONTGOMERY,Fatal Crash,06/10/2025 08:01:00 AM,Maryland (State) Route,VEIRS MILL RD,NEWPORT MILL RD,,,,Angle,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,E2F4C9AE-C17C-4330-93ED-E9687BBAD987,Yes,Fatal Injury,"Operated Motor Vehicle in Reckless or Aggressive Manner, Ran Red Light",Not Distracted,MD,387EBAAB-6A53-40BE-9DE6-FA5A69ACE3B4,Disabling,Twelve O Clock,Motorcycle - 2 Wheeled,Moving Constant Speed,Eastbound,35,No,No,2004,YAMAHA,YZF-R6,39.04513,-77.06506,"(39.04513, -77.06506)",2000
MCP05390055,180036955,Montgomery County Police,Injury Crash,07/26/2018 06:41:00 AM,Maryland (State),VEIRS MILL RD,TURKEY BRANCH PKWY,,,,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,4813EE19-2937-4448-AA56-8501F6DF8413,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,B25B182D-479C-4F90-809E-667DF6384208,FUNCTIONAL,FOUR OCLOCK,RECREATIONAL VEHICLE,STOPPED IN TRAFFIC LANE,West,45,No,No,2017,HONDA,CRV,39.05986333,-77.08882833,"(39.05986333, -77.08882833)",2015
MCP2720006J,210050456,Montgomery County Police,Property Damage Crash,12/12/2021 03:15:00 AM,Maryland (State),VEIRS MILL RD,ROBINDALE DR,,,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,4AAC152C-4B82-4678-9989-4847EBF713B8,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A4471D08-B0EB-4F23-B88C-001994A72824,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,25,No,No,2014,TOYOTA,COROLLA,39.06335,-77.09457833,"(39.06335, -77.09457833)",2010
MCP3111008D,240039866,MONTGOMERY,Property Damage Crash,08/23/2024 10:27:00 AM,County Route,,TWIN FORKS LA,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,E32D884B-3429-47D9-80F2-4F63A4B4DBC7,Yes,No Apparent Injury,Improper Turn,Not Distracted,MD,2C0101EB-929F-4CD8-AC8E-678629F03BFD,Disabling,Ten O Clock,Passenger Car,Turning Left,,25,No,No,2018,VOLVO,XC60,38.9940485,-77.064256,"(38.9940485, -77.064256)",2015
MCP2723007X,230063262,Montgomery County Police,Property Damage Crash,10/29/2023 05:35:00 PM,,,,12203 VEIRS MILL RD,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F4786691-B0B8-4BBB-8AED-D4E51D4F5818,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,92D7C779-CDDB-4676-9913-FCC81A30C008,DISABLING,TWELVE OCLOCK,PASSENGER CAR,BACKING,East,20,No,No,2017,HYUNDAI,ELANTRA,39.057125,-77.08197167,"(39.057125, -77.08197167)",2015
MCP22310039,170506040,Montgomery County Police,Property Damage Crash,05/05/2017 10:59:00 AM,County,GRUBB RD,WASHINGTON AVE,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,,1C14358C-E495-4BD2-9B86-57E5E63B7926,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,DAF470C6-CD20-4507-BAC4-52E8F185C400,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2005,TOYOTA,4RUNNER,38.99190333,-77.04860667,"(38.99190333, -77.04860667)",2005
MCP1148002B,180015472,Montgomery County Police,Property Damage Crash,03/30/2018 10:29:00 AM,Municipality,OAKRIDGE LA,TARRYTOWN RD,,CHEVY CHASE #4,,OTHER,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,4B0E8094-C2DA-40CA-A827-D4BF362BADCE,Yes,NO APPARENT INJURY,,NOT DISTRACTED,WV,F0D8589F-1946-4CFC-B596-A80D72AE2B0F,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,BACKING,East,25,No,No,2003,CHEVY,TRAILBLAZER,38.98569,-77.08483333,"(38.98569, -77.08483333)",2000
MCP2830003X,180040722,Montgomery County Police,Injury Crash,08/16/2018 07:15:00 AM,Maryland (State),NEW HAMPSHIRE AVE,NORWOOD RD,,,,HEAD ON LEFT TURN,CLEAR,,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,85E21E07-47AE-4E3A-AFEB-BC8637ACCE43,Unknown,NO APPARENT INJURY,,UNKNOWN,MD,EE65C5DD-B468-4709-8C20-19CF72553D7B,DISABLING,TWELVE OCLOCK,UNKNOWN,ACCELERATING,North,45,No,No,2012,FORD,VN,39.10592833,-77.00165,"(39.10592833, -77.00165)",2010
MCP31760022,230018602,Montgomery County Police,Property Damage Crash,04/18/2023 11:36:00 PM,Maryland (State),GEORGIA AVE,FOREST GLEN RD,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,FBD5E731-210F-45B5-9348-DF75338AF136,Yes,NO APPARENT INJURY,,UNKNOWN,MD,7BA0DC84-E64A-4C93-B89D-377FE67C3023,UNKNOWN,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,2013,MAZDA,3,39.01594,-77.04278,"(39.01594, -77.04278)",2010
MCP33510034,250036040,MONTGOMERY,Property Damage Crash,08/13/2025 04:09:00 AM,Spur,,,,,,Front to Rear,Clear,Dry,Dark - Lighted,No Controls,"Suspect of Alcohol Use, Not Suspect of Drug Use",,992B685B-754C-46D1-98EE-2F986819AF2F,Yes,No Apparent Injury,,Not Distracted,MD,A72EE2BA-4045-419B-B4E5-A5B5A02F6612,Disabling,Twelve O Clock,Sport Utility Vehicle,Moving Constant Speed,Not On Roadway,35,No,No,2025,JEEP,WRANGLER,38.98792702,-77.02316993,"(38.98792702, -77.02316993)",2025
MCP2081000C,16040719,Montgomery County Police,Property Damage Crash,08/11/2016 02:17:00 PM,Maryland (State),PINEY BRANCH RD,SLIGO CREEK PKWY,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,E1B6CF7D-2BA0-4815-AF2F-A18A83A8CC84,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,B30AD284-F042-4B6B-9FFB-1C81996FC810,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2006,HONDA,TK,38.99542321,-77.00652122,"(38.99542321, -77.00652122)",2005
MCP2965005M,220003206,Montgomery County Police,Property Damage Crash,01/25/2022 09:40:00 AM,Maryland (State),GEORGIA AVE,RAMP 1 FR MD 97 NB TO RP 8 (TO MD200 WB),,,,SAME DIR REAR END,,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,,48F3A633-BCAA-49EC-9E8C-3E7D6E93F3FE,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,F3D8BCFF-5423-4436-BAC6-4DDD6ABCA4B1,FUNCTIONAL,TWELVE OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",SLOWING OR STOPPING,West,45,No,No,2014,MACK,TRUCK,39.120405,-77.075065,"(39.120405, -77.075065)",2010
MCP14600002,170545392,Montgomery County Police,Injury Crash,11/28/2017 02:54:00 PM,US (State),COLESVILLE RD,ROWEN RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D7164503-0B58-498D-B8A6-4AC4D76FB9C8,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6777ACD4-6782-431C-98C7-257857FD1523,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2011,KIA,FORTE,39.00408525,-77.02367932,"(39.00408525, -77.02367932)",2010
MCP2395002B,220056843,Montgomery County Police,Property Damage Crash,12/22/2022 04:25:00 PM,Maryland (State),DARNESTOWN RD,CATTAIL RD,,,,SINGLE VEHICLE,RAINING,WATER(STANDING/MOVING),DAYLIGHT,NO CONTROLS,NONE DETECTED,,481F22D7-B158-4043-A0CD-7BDD5A8E9B45,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,EE3AD896-59A0-420D-97EB-86A11AD1D2D5,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,50,No,No,2021,TOY,COR,39.15682967,-77.37449067,"(39.15682967, -77.37449067)",2020
MCP2932004Y,210033669,Montgomery County Police,Injury Crash,08/28/2021 10:17:00 PM,Maryland (State),GEORGIA AVE,RAMP 2 FR IS 495 WB TO MD 97 NB,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,51D84A6A-9206-479C-96DB-5EDD8A83E94D,Yes,POSSIBLE INJURY,,NOT DISTRACTED,MD,F93BDA0A-79C1-48EB-8B66-B2F8B9789E03,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2017,HONDA,CIVIC,39.01386,-77.042275,"(39.01386, -77.042275)",2015
MCP2679002D,180043767,Montgomery County Police,Property Damage Crash,09/02/2018 05:09:00 AM,US (State),COLESVILLE RD,DALE DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,ALCOHOL PRESENT,,57D1542C-245E-4C05-8FA0-CCADB814227A,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,8A53E8E5-BC16-4D01-BFA5-DC9883FD006C,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25,No,No,2005,TOYOTA,COROLLA,39.00525852,-77.02285888,"(39.00525852, -77.02285888)",2005
MCP0539001Z,15062822,MONTGOMERY,Property Damage Crash,12/09/2015 09:26:00 AM,Maryland (State),VEIRS MILL RD,RANDOLPH RD,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B14C7E7D-FDC3-4873-BAAC-877D30524455,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FC86E2D2-0785-44C1-8F68-A101CBCF3B17,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,40,No,No,2008,DODGE,CALIBER,39.05663333,-77.08263667,"(39.05663333, -77.08263667)",2005
MCP2961003N,190018617,Montgomery County Police,Property Damage Crash,04/21/2019 01:30:00 AM,Maryland (State),LAYHILL RD,DECKMAN LA,,,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,15655D1E-37EA-43A9-99FC-B06FC1CFFD9F,Yes,NO APPARENT INJURY,,UNKNOWN,MD,C95EEF62-51E3-47F8-9055-8501BA4F9F3E,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2002,TOYOTA,CAMRY,39.078435,-77.04633833,"(39.078435, -77.04633833)",2000
DD56120065,240049458,ROCKVILLE,Property Damage Crash,10/16/2024 01:41:00 PM,Maryland (State) Route,VEIRS MILL RD,FIRST ST VEIRS MILL RD,,,,"Sideswipe, Same Direction",Cloudy,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,52837ACF-FC9F-4B3E-867E-C45B885BC1D9,Yes,No Apparent Injury,,Not Distracted,MD,15676A32-29D7-45AE-A6BA-7E738D062FE1,Superficial,Five O Clock,Other Trucks,Turning Left,Southbound,35,No,No,2023,MACK,GRANITE,39.07973698,-77.13779279,"(39.07973698, -77.13779279)",2020
MCP1433000K,16019062,Montgomery County Police,Injury Crash,04/18/2016 06:36:00 PM,County,SHADY GROVE RD,CHOKE CHERRY RD,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CE74BBCF-CCD3-4D52-917C-F161351D0CFB,Yes,NO APPARENT INJURY,,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,F6AD5CA8-13ED-4CAD-8650-5919ED024061,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,40,No,No,2015,ACURA,MDX,39.115525,-77.184959,"(39.115525, -77.184959)",2015
MCP2088001D,190044050,Montgomery County Police,Property Damage Crash,09/14/2019 02:18:00 PM,Maryland (State),RIDGE RD,BROWN CHURCH RD,,,,SAME DIR REAR END,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5EF12822-67CF-40D7-9A67-CE4EC2FC59B3,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,58640366-AA23-4DE4-A359-265333B3AFB6,FUNCTIONAL,SIX OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",SLOWING OR STOPPING,North,40,No,No,2014,FORD,TK,39.32940667,-77.19128,"(39.32940667, -77.19128)",2010
DD5575001G,190005332,Rockville Police Departme,Injury Crash,02/03/2019 05:10:00 AM,Maryland (State),ROCKVILLE PIKE,W EDMONSTON DR,,ROCKVILLE,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,3EE8F6C9-B52F-48CD-B24E-30A76033CC42,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,3E797DE1-CF6A-44A9-B436-6DB4463CB3F7,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2004,AUDI,A4,39.07440853,-77.13577821,"(39.07440853, -77.13577821)",2000
MCP0617004F,220035623,Montgomery County Police,Property Damage Crash,09/05/2022 12:15:00 PM,County,HOLLY GROVE RD,NORWOOD RD,,,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,88B3CA55-8F50-4DA7-A6EF-B1E5C7041549,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,EA2DD4BC-43F7-44A0-BDF3-0DF172EAF108,DESTROYED,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,25,No,No,2005,BMW,4DR,39.14924167,-77.06643167,"(39.14924167, -77.06643167)",2005
MCP30120014,16040157,Montgomery County Police,Injury Crash,08/08/2016 12:54:00 PM,County,BRYANTS NURSERY RD,NORWOOD RD,,,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2EAF6979-7A98-4668-88BC-DA194F8DD785,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,EA50F5FB-C937-4B65-9FD1-B90DCEF1A4E2,FUNCTIONAL,TWELVE OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,East,15,No,No,2011,MAC,TRASH,39.11510667,-77.01338,"(39.11510667, -77.01338)",2010
MCP2954000J,15023458,Montgomery County Police,Injury Crash,05/16/2015 12:26:00 PM,Maryland (State),NEW HAMPSHIRE AVE,POWDER MILL RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,8D78EA24-3F7F-4049-94D6-B4E0A6BB549A,Yes,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,5A8F8CBF-C770-4218-9CEE-8B5ED3821E59,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,South,45,No,No,1998,TOYOTA,4S,39.02244333,-76.97792833,"(39.02244333, -76.97792833)",1995
MCP15950004,15008829,Montgomery County Police,Property Damage Crash,02/24/2015 02:50:00 AM,Maryland (State),GEORGIA AVE,PRICE AVE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,UNKNOWN,,41252171-2393-4FBC-A08F-84747F115C72,Yes,NO APPARENT INJURY,,UNKNOWN,US,255D39B4-19C5-440E-A862-F9A806647057,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2002,PONTIAC,GRAND AM,39.04032333,-77.051055,"(39.04032333, -77.051055)",2000
MCP25130043,240034063,MONTGOMERY,Property Damage Crash,07/19/2024 09:22:00 AM,Maryland (State) Route,WAYNE AVE,,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,C5D3A7B1-1731-421F-AF32-8E63454CCCDE,No,No Apparent Injury,,Not Distracted,DC,2E07BA49-07CD-4E83-8CA4-90C0A3FC7A4C,Functional,One O Clock,Bus - Transit,Slowing or Stopping,Eastbound,35,No,No,2016,GILLIG,CITY TRANSIT BUS,38.99457847,-77.02617742,"(38.99457847, -77.02617742)",2015
MCP287100D6,250049353,MONTGOMERY,Property Damage Crash,11/03/2025 04:10:00 PM,Maryland (State) Route,GEORGIA AVE (SB/L),,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,Other Warning Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,B51704F8-359B-452F-AD78-986311F2E0EF,No,No Apparent Injury,,Not Distracted,MD,1135FA7F-CDDB-4FE9-8BF8-7CF617A836C7,Functional,Two O Clock,Van - Passenger (&lt;9 Seats),Moving Constant Speed,Southbound,35,No,No,2015,RAM,PROMASTER 1500,39.01167137,-77.04136686,"(39.01167137, -77.04136686)",2015
MCP2446004N,190036872,Montgomery County Police,Injury Crash,08/02/2019 03:15:00 PM,Maryland (State),RIDGE RD,BRINK RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,04B660F3-EDEE-4059-AF11-1371C4822A68,No,POSSIBLE INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",NOT DISTRACTED,MD,107ED2E7-0E85-48B6-8422-5D3774BBF6B6,DISABLING,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2018,NISSAN,SENTRA,39.21309,-77.239135,"(39.21309, -77.239135)",2015
MCP3163004H,220027288,Montgomery County Police,Property Damage Crash,06/24/2022 05:37:00 PM,County,EXECUTIVE BLVD,WOODGLEN DR,,,,SAME DIRECTION SIDESWIPE,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,BF01504F-4706-4345-819A-D37086EE9625,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,2B63CC80-E8D2-4CCA-B17B-5057C4B21252,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,No,No,2015,FORD,MUSTANG GT,39.04327667,-77.112955,"(39.04327667, -77.112955)",2015
MCP2087002T,190009475,Montgomery County Police,Injury Crash,02/28/2019 09:37:00 AM,County,RANDOLPH RD,HAMMONTON PL,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,76C44BD4-1670-4834-890F-98D40C6CEEEA,Yes,POSSIBLE INJURY,,LOOKED BUT DID NOT SEE,MD,BE8D9E0F-CF9B-4C2A-89C2-69A436D41E7A,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,45,No,No,2013,HYUN,4H,39.06910333,-77.01502333,"(39.06910333, -77.01502333)",2010
MCP2832003K,170547729,Montgomery County Police,Injury Crash,12/10/2017 01:54:00 PM,Maryland (State),WISCONSIN AVE,SOMERSET TERRACE,,,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,4E6743F4-7034-47F7-BF05-32BD2475CAE6,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,18EAB24B-2C95-4D02-BFC4-5F54D5060B41,NO DAMAGE,TWO OCLOCK,STATION WAGON,MOVING CONSTANT SPEED,South,30,No,No,2006,FORD,BOX TRUCK,38.96183833,-77.08677333,"(38.96183833, -77.08677333)",2005
MCP2969008J,200001219,Montgomery County Police,Property Damage Crash,01/08/2020 07:03:00 AM,Maryland (State),SPENCERVILLE RD,NEW HAMPSHIRE AVE,,,,SAME DIR REAR END,SNOW,ICE,DUSK,NO CONTROLS,NONE DETECTED,,139CE919-ECA7-4C6F-A18F-177D7A206813,Yes,NO APPARENT INJURY,"ICY OR SNOW-COVERED, N/A",NOT DISTRACTED,MD,1537F3E7-3581-4A52-AF12-07ABEE49F018,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,40,No,No,2015,CHEV,MALIBU,39.1215,-76.98839167,"(39.1215, -76.98839167)",2015
MCP3000003C,200039093,Montgomery County Police,Property Damage Crash,10/04/2020 11:22:00 PM,County,FATHER HURLEY BLVD,HOPKINS RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,D4226CEB-5CC0-49C4-9EDD-AC8A6C19CA1C,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,26068DD4-FF52-4A64-8D71-F390135799B4,SUPERFICIAL,FOUR OCLOCK,PASSENGER CAR,CHANGING LANES,North,35,No,No,2017,TOYOTA,CAMRY,39.179315,-77.280385,"(39.179315, -77.280385)",2015
DM84780021,230047418,Takoma Park Police Depart,Property Damage Crash,08/01/2023 12:00:00 PM,,,,EXITING THE PARKING LOT OF APARTMENT COMPLEX,,MACHINE OPERATOR/RIDER,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,60912FCC-9B98-4E8D-9080-8CD3D547F835,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MI,4F8D87DF-A486-42F2-BE6C-F77F8D874798,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,Unknown,10,No,No,2015,HONDA,SW,38.975765,-77.014213,"(38.975765, -77.014213)",2015
