Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP3208002K,220003011,Montgomery County Police,Property Damage Crash,01/23/2022 10:25:00 PM,Maryland (State),NEW HAMPSHIRE AVE,LOCKWOOD DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,,,4E181530-62B1-4619-A212-6CBA297041AE,Unknown,NO APPARENT INJURY,,NOT DISTRACTED,VA,08827D3C-C8F0-4803-B454-E1253E7025B8,DISABLING,FIVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,45,No,No,2018,HYUNDAI,TUCSON,39.03845333,-76.99013833,"(39.03845333, -76.99013833)"
MCP31290096,240020771,MONTGOMERY,Injury Crash,05/03/2024 02:07:00 PM,,,,"Parking Lot Way        3860 INTERNATIONAL DRIVE, SILVER SPRING MD, 20906",,,Single Vehicle,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,6DA5B041-56C8-4688-8041-04C45772FE1E,Yes,Suspected Serious Injury,Ran Off Roadway,Unknown,MD,8334AC6A-552F-4FFE-9C72-82E1189C4BFF,Disabling,Twelve O Clock,Passenger Car,Negotiating a Curve,Not On Roadway,0,No,,2009,TOYOTA,CAMRY,39.10135528,-77.07605661,"(39.10135528, -77.07605661)"
MCP3191001C,190051193,Montgomery County Police,Property Damage Crash,10/24/2019 06:00:00 PM,Maryland (State),KEY WEST AVE,SPUR FR SHADY GROVE RD,,,,SAME DIR REAR END,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,UNKNOWN,,592FB268-72BB-4B45-A16C-3D5E7701E12C,Yes,NO APPARENT INJURY,,UNKNOWN,,91ACB2A0-91BB-445F-8E8A-23DC4E52848D,UNKNOWN,UNKNOWN,PASSENGER CAR,UNKNOWN,East,35,No,No,2013,INFINITI,JX35,39.07968167,-77.24321667,"(39.07968167, -77.24321667)"
MCP2800006Z,250041824,MONTGOMERY,Property Damage Crash,09/11/2025 08:00:00 AM,County Route,JONES MILL RD,BEACH DR EAST WEST HWY,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,AF25FF78-8F5D-45D8-8F69-14EFCCF0F474,Yes,No Apparent Injury,,Unknown,MD,9F275BB9-4CBB-4E51-9A45-88DFA41EF7C1,Superficial,Twelve O Clock,Passenger Car,Slowing or Stopping,Southbound,30,No,No,2011,HONDA,ACCORD,38.99323779,-77.06353116,"(38.99323779, -77.06353116)"
DD5624003G,190055870,Rockville Police Departme,Property Damage Crash,11/19/2019 02:29:00 PM,,,,IN PARKING LOT OF 14625 ROTHGEB DRIVE,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,14DFCE8B-44D0-42F2-8FFA-4C29048F729A,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,E5AE9A33-328D-4CF8-BD2D-97BD0CA8A30C,FUNCTIONAL,SEVEN OCLOCK,PASSENGER CAR,BACKING,Unknown,10,No,No,2007,TOYT,SW,39.09765183,-77.13319,"(39.09765183, -77.13319)"
MCP3096003R,220048684,Montgomery County Police,Property Damage Crash,11/04/2022 06:38:00 PM,County,CRABBS BRANCH WAY,MONONA DR,,,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,A29DC494-3270-4396-A878-68D886C231E4,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0AF459F9-BB93-4BE0-97F8-2BB195E4021D,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30,No,No,1998,ACURA,2S,39.10971333,-77.15325883,"(39.10971333, -77.15325883)"
MCP2347002R,200031831,Montgomery County Police,Property Damage Crash,08/16/2020 10:59:00 AM,,,,"WHITE OAK SHOPPING CENTER PARKING LOT 
11259 NEW HAMPSHIRE AVE",,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7C59BBBA-4B94-4320-BD0D-193427292DD4,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,95F5921A-2D95-43A8-8A14-8F4DCB041F75,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,Unknown,0,No,No,2003,HONDA,CIVIC EX,39.04153333,-76.98996,"(39.04153333, -76.98996)"
MCP2981002K,190015470,Montgomery County Police,Property Damage Crash,04/03/2019 03:10:00 PM,,,,DRIVEWAY OF 21303 DENIT ESTATES DR,,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2BC7D504-7369-49FF-8461-16BBB4EE45C0,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,82372BB3-0560-4DB2-B50E-EA0888C1DD32,DISABLING,UNDERSIDE,POLICE VEHICLE/NON EMERGENCY,MAKING U TURN,East,0,No,No,2017,FORD,TAURUS,39.20489667,-77.04213,"(39.20489667, -77.04213)"
MCP29950055,190047077,Montgomery County Police,Injury Crash,10/02/2019 04:35:00 PM,,,,"PARKING LOT OF 4101 RANDOLPH RD. SILVER SPRING, MD 20906. (SHELL GAS STATION)",,PEDESTRIAN,,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,C9D40EA8-8374-4AE6-BCD7-862AE6184672,Yes,NO APPARENT INJURY,,UNKNOWN,MD,C8E29612-7120-4D2E-9B74-30538DAC757A,NO DAMAGE,FOUR OCLOCK,PASSENGER CAR,STARTING FROM PARKED,Unknown,5,No,No,2005,CHEVROLET,COLORADO,39.09205,-77.06954167,"(39.09205, -77.06954167)"
MCP2780006J,230007003,Montgomery County Police,Injury Crash,02/11/2023 04:00:00 PM,Maryland (State),GERMANTOWN RD,OBSERVATION DR,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,B62D3D82-F902-4D19-8A6D-8012461DA2D1,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,6BA0B4E6-D12E-43E2-A36A-42299B3B0AB8,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,45,No,No,2018,TSMR,MODEL 3,39.1907765,-77.24761683,"(39.1907765, -77.24761683)"
MCP2598002G,190002750,Montgomery County Police,Property Damage Crash,01/17/2019 06:19:00 PM,Maryland (State),PINEY BRANCH RD,SLIGO CREEK PKWY,,,,SAME DIR REAR END,SNOW,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,4354AFD2-2596-4662-AB76-AD7280332F61,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,A97F765C-F24A-493A-A52B-9F38E6493A78,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2003,TOYOTA,CAMRY,38.99478833,-77.00751833,"(38.99478833, -77.00751833)"
MCP2191003Q,210038351,Montgomery County Police,Property Damage Crash,09/28/2021 07:09:00 AM,Maryland (State),ROCKVILLE PIKE,MARINELLI RD,,,,OTHER,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,DC1E1169-C3AE-4DB8-A8D0-B66764BEF69D,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,366EF619-CBFB-4B44-945C-28BE54750DE0,SUPERFICIAL,TWO OCLOCK,TRANSIT BUS,PASSING,North,35,No,No,2017,GILG,BU,39.04790677,-77.1130906,"(39.04790677, -77.1130906)"
MCP30630036,210037949,Montgomery County Police,Property Damage Crash,09/25/2021 10:57:00 AM,,,,"PARKING LOT OF 9039 SLIGO CREEK PKWY SILVER SPRING, MD 20901",,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E219CF10-A6DA-46E3-844A-14C23ACB24B8,Unknown,NO APPARENT INJURY,,UNKNOWN,VA,8ACACE60-051E-4999-8A63-68372B1E3D13,SUPERFICIAL,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,South,0,No,No,2009,TOYOTA,TK,39.00437333,-77.01262833,"(39.00437333, -77.01262833)"
MCP2843000X,16047690,Montgomery County Police,Injury Crash,09/16/2016 10:44:00 PM,Maryland (State),QUINCE ORCHARD RD,RAMP 6 FR MD 124 EB TO RAMP 7 (TO IS270),,,,SAME DIR REAR END,,DRY,DARK LIGHTS ON,,NONE DETECTED,,F7421BA1-EBC4-4F46-850A-4C2F1AB4DE3A,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,E3E9E831-0823-4E1D-B865-8CBCDE503BB6,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,No,No,2015,MERCEDEZ,CLA 250,39.1484631,-77.21755743,"(39.1484631, -77.21755743)"
MCP2688001K,15027808,Montgomery County Police,Property Damage Crash,06/08/2015 11:03:00 PM,US (State),COLUMBIA PIKE,HILLWOOD DR,,,,SAME DIRECTION RIGHT TURN,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,45249B13-9C25-4A62-B81E-C307AC79AB6B,Yes,NO APPARENT INJURY,,NOT DISTRACTED,NY,C432AFB1-1C35-46A6-B80B-624384E65E5D,DISABLING,TWO OCLOCK,PASSENGER CAR,CHANGING LANES,North,40,No,No,2014,HYUNDAI,ELANTRA,39.03239667,-77.00329167,"(39.03239667, -77.00329167)"
MCP2777005J,190044937,Montgomery County Police,Property Damage Crash,09/19/2019 04:15:00 PM,County,CHELTENHAM DR,PEARL ST,,,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F7B8E6C4-0313-495A-AFBA-DB8BD7AA48E2,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,4C60DED2-0AC4-488E-ACE7-4997E1853183,NO DAMAGE,FOUR OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,West,25,No,No,2006,THOMAS,BUS,38.98847943,-77.09270876,"(38.98847943, -77.09270876)"
MCP3150000T,190015124,Montgomery County Police,Injury Crash,04/01/2019 06:48:00 PM,County,RANDOLPH RD,LOCKSLEY LA,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,3D9B1349-64B9-4053-8665-370E04191628,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DA1FDAF0-327A-491D-BB11-9565A21EFE6B,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,0,No,No,2014,HYUNDI,SANTAFE,39.071465,-77.01136333,"(39.071465, -77.01136333)"
HA23210003,25000752,MCPARK,Property Damage Crash,04/27/2025 12:13:00 PM,,,,Parking Stall        PARKING LOT FOR CENTERWAY PARK LOCATED AT 9551 CENTERWAY RD,,,Other,Clear,,Daylight,,"Unknown, Unknown",,ED2BE02B-49D0-494A-AC3C-E454199BE6DB,No,No Apparent Injury,,,,AEDE0B09-61D3-4BC8-B4E2-6690163101BA,Vehicle Not at Scene,Vehicle Not at Scene,Unknown,,Unknown,0,No,No,0,,,39.17040142,-77.19570551,"(39.17040142, -77.19570551)"
MCP2976001S,16013261,MONTGOMERY,Property Damage Crash,03/17/2016 10:39:00 PM,Maryland (State),NEW HAMPSHIRE AVE,RAMP 2 FR IS 495 WB TO MD 650 NB,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,74BF676B-CF66-47FF-8148-B36489453900,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,440FDBCC-9FC0-4740-820A-CE9951645C12,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2004,TOYOTA,CAMRY,39.01947667,-76.97649,"(39.01947667, -76.97649)"
MCP2699000R,17002134,Montgomery County Police,Property Damage Crash,01/12/2017 11:23:00 PM,,,,"PARKING LOT OF FIRE STATION 11 LOCATED AT 5920 MMASSACHUSETTS AVE BETHESDA, MD 20816",,,OTHER,UNKNOWN,,UNKNOWN,,,,BB055051-AA56-49BE-8662-F52C9D5FA82F,Unknown,NO APPARENT INJURY,"N/A, V EXHAUST SYSTEM|R OTHER ROAD",NOT DISTRACTED,MD,155A014F-7C08-4813-A57C-43D55790498C,NO DAMAGE,NON-COLLISION,TRUCK TRACTOR,MOVING CONSTANT SPEED,Unknown,25,No,No,1995,PTRB,TK,38.962,-77.12,"(38.962, -77.12)"
EJ7847001X,16033380,Gaithersburg Police Depar,Injury Crash,07/01/2016 07:39:00 PM,County,MUDDY BRANCH RD,W DIAMOND AVE,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,C0B91104-C37A-46C8-BF58-80D8078ACA7E,Yes,NO APPARENT INJURY,"SLEET, HAIL, FREEZ. RAIN, WET",UNKNOWN,MD,023B80E3-028E-4528-B3B0-A2CFC35AA249,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,30,No,No,2001,HONDA,4S,39.13994,-77.20496333,"(39.13994, -77.20496333)"
MCP3195001S,200050540,Montgomery County Police,Property Damage Crash,12/23/2020 04:32:00 PM,,,,"PARKING LOT OF OUTLET SHOPPING CENTER, 13807 OUTLET DR, SILVER SRING, MD 20904",,,SAME DIRECTION LEFT TURN,CLEAR,,DAYLIGHT,NO CONTROLS,,,E2AD0096-335D-4666-830B-27C556795B93,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DFA47E41-0C2F-41C4-9EDF-6EF0FB080871,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,5,No,No,2000,HONDA,CRV,39.08273521,-76.94641786,"(39.08273521, -76.94641786)"
EJ7869004N,250009241,GAITHERSBURG,Injury Crash,03/02/2025 07:59:00 PM,Maryland (State) Route,GREAT SENECA HWY,LONGDRAFT RD,,,,Angle,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,A46AC639-F2ED-4116-923E-74E4E3D74DA3,No,No Apparent Injury,,Not Distracted,MD,24C1599D-3965-430E-B6BD-6D4566F6D0B0,Disabling,Nine O Clock,Sport Utility Vehicle,Moving Constant Speed,,50,No,No,2015,BMW,X5,39.13333183,-77.24496533,"(39.13333183, -77.24496533)"
MCP12330051,230002915,Montgomery County Police,Injury Crash,01/18/2023 05:00:00 PM,County,CEDAR LA,ELMHIRST PKWY,,,PEDESTRIAN,SAME DIRECTION RIGHT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,CD3B526B-EAA9-4AA7-979E-70901778E660,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,9B082F3B-5D7E-4522-880B-78B675530E71,NO DAMAGE,ONE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,15,No,No,2006,TOYOTA,HIGHLANDER,39.00801735,-77.09457666,"(39.00801735, -77.09457666)"
MCP23610004,170507528,Montgomery County Police,Injury Crash,05/13/2017 09:38:00 AM,County,OAKMONT AVE,RAILROAD ST,,,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,,7F1ECF12-FA27-4395-A1EE-27321AB5A745,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,3E6E0D62-EDCD-433E-A8D1-0BB171B35EDD,DISABLING,ONE OCLOCK,OTHER BUS,MAKING LEFT TURN,South,30,No,No,2012,FORD,BU,39.12918741,-77.17438325,"(39.12918741, -77.17438325)"
EJ78050015,200043526,Gaithersburg Police Depar,Property Damage Crash,11/04/2020 01:40:00 PM,Municipality,QUINCE ORCHARD BLVD,FIRSTFIELD RD,,GAITHERSBURG,,ANGLE MEETS LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,60F54F32-22F5-42C8-A31B-8EE168B92B14,Yes,NO APPARENT INJURY,,UNKNOWN,MD,956B3926-ED4D-424D-989D-BCA10C3063EF,SUPERFICIAL,FIVE OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MAKING LEFT TURN,South,30,No,No,2020,FREIGHTLINER,TK,39.14181363,-77.22432325,"(39.14181363, -77.22432325)"
MCP3303001D,230033666,Montgomery County Police,Injury Crash,07/15/2023 04:13:00 AM,County,GERMANTOWN RD,SHAKESPEARE BLVD,,,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,86153C75-F302-4A3B-A8F5-9D18CF51A44C,Yes,NO APPARENT INJURY,,BY OTHER OCCUPANTS,MD,9FBA58F2-B7A2-4223-8064-47B669275205,DESTROYED,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2019,TOYOTA,COROLLA,39.19247333,-77.23828167,"(39.19247333, -77.23828167)"
MCP2394001W,16002823,Montgomery County Police,Property Damage Crash,01/15/2016 04:04:00 PM,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,7762B3F8-4270-4738-A35D-67A143DD6DD3,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,7A3D09D7-51F2-46D0-95E7-C35A9000ABF4,DISABLING,TWELVE OCLOCK,OTHER,SKIDDING,North,35,No,No,2007,GMC,6500,39.10609167,-77.15323333,"(39.10609167, -77.15323333)"
MCP13340083,190036250,Montgomery County Police,Property Damage Crash,07/30/2019 08:11:00 AM,Maryland (State),WOODFIELD RD,FIELDCREST RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D4A20FEA-2DA8-4D5A-B67E-B0F1AE7508D3,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,F584072A-FBEF-494F-BA0B-38B9CCBA5A2C,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,North,45,No,No,2018,CHEVROLET,TRAVERSE,39.1846,-77.15053167,"(39.1846, -77.15053167)"
MCP20770024,170548949,Montgomery County Police,Injury Crash,12/16/2017 12:30:00 PM,County,BEL PRE RD,CONNECTICUT AVE,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,1F254041-B334-4FAB-8A3B-6ADF6FBDEDB1,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6361734D-A75E-4C21-B5D5-2CA89ED329CA,SUPERFICIAL,SIX OCLOCK,PICKUP TRUCK,STOPPED IN TRAFFIC LANE,West,40,No,No,2013,TOYOTA,PICKUP,39.09133167,-77.06726833,"(39.09133167, -77.06726833)"
MCP32250043,230066973,Montgomery County Police,Property Damage Crash,11/17/2023 07:45:00 AM,County,GOODHILL RD,JANET RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,,,ADA7B731-375B-42F1-B82A-AA02CB816283,Yes,NO APPARENT INJURY,,UNKNOWN,MD,1BBB2A3D-A0A4-473A-B64B-84DE6A5660B4,UNKNOWN,FIVE OCLOCK,SCHOOL BUS,UNKNOWN,West,25,No,No,2015,THOMAS,BUS,39.06531727,-77.07171654,"(39.06531727, -77.07171654)"
MCP3221000Y,200022045,Montgomery County Police,Property Damage Crash,06/03/2020 02:25:00 PM,County,NICHOLSON LA,NEBEL ST,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,2D84EF29-1500-4E68-B77A-987135A26722,Yes,NO APPARENT INJURY,,UNKNOWN,,A694A4D6-FCD7-492A-ACA7-957416079784,UNKNOWN,UNKNOWN,UNKNOWN,MAKING LEFT TURN,South,30,No,No,2018,HONDA,UNKNOWN,39.04576226,-77.10447111,"(39.04576226, -77.10447111)"
MCP32150030,220013663,Montgomery County Police,Property Damage Crash,03/31/2022 07:37:00 AM,County,CEDAR LA,DELMONT LA,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E2AF36C2-305F-4735-A841-71AD98EE700B,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,23A30CE2-35D3-413E-8B9A-FC9AADB47552,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,West,30,No,No,2017,HONDA,CRV,39.01503959,-77.0891335,"(39.01503959, -77.0891335)"
MCP9106001F,170512065,Montgomery County Police,Property Damage Crash,06/06/2017 11:25:00 AM,County,WISTERIA DR,WATERS RD,,,,HEAD ON LEFT TURN,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,96CBE089-05B4-485A-AFFD-6F9BD6E2BF9F,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,EA29BE75-D9E7-4E15-955C-537E27AB1148,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,25,No,No,2008,HOND,2S,39.178675,-77.273185,"(39.178675, -77.273185)"
MCP1400001C,230015741,Montgomery County Police,Injury Crash,04/02/2023 01:51:00 AM,County,NORBECK RD,NORWOOD RD,,,,HEAD ON,CLEAR,DRY,DARK LIGHTS ON,OTHER,NONE DETECTED,,ECB5390A-B418-4750-98F5-D77061267BDB,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,4C5BE876-0755-4954-A48B-BDA9D9F2023D,FUNCTIONAL,ONE OCLOCK,PICKUP TRUCK,PARKED,,45,No,Yes,2014,FORD,F350,39.11888676,-77.02103918,"(39.11888676, -77.02103918)"
DD56660016,240021816,ROCKVILLE,Injury Crash,05/09/2024 06:10:00 AM,Municipality Route,ROLLINS AVE,ROCKVILLE PIKE (SB/L),,,,Other,Cloudy,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,4976DEB3-A858-4865-B55F-9809EF1F3354,No,Suspected Minor Injury,,Not Distracted,VA,EE9B57E2-2C64-423E-88D5-F99C8E24005F,Disabling,Eight O Clock,Passenger Car,Accelerating,,25,No,No,2016,NISSAN,FRONTIER,39.05885106,-77.12151499,"(39.05885106, -77.12151499)"
MCP32010049,230033826,Montgomery County Police,Property Damage Crash,07/15/2023 10:30:00 PM,Maryland (State),OLD HUNDRED RD,THURSTON RD,,,,SINGLE VEHICLE,CLOUDY,WET,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,7A229D9F-F75E-48E3-B3A6-9D601C7DD054,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,D8D51071-0A17-4823-B313-BC6810539991,DISABLING,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2013,FORD,EXPLORER,39.262952,-77.343994,"(39.262952, -77.343994)"
MCP2625001S,220038031,Montgomery County Police,Property Damage Crash,09/02/2022 11:02:00 AM,County,DEMOCRACY BLVD,CROSSOVER,,,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1E8FAA45-4FDA-4A46-8916-B74609DA9C1C,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,DC,0010748C-1BF8-43B9-9561-8D6BBFF981D2,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,45,No,No,2008,ACUR,SD,39.03109009,-77.12493041,"(39.03109009, -77.12493041)"
MCP3111007B,230060295,Montgomery County Police,Property Damage Crash,10/13/2023 12:35:00 PM,Maryland (State),CONNECTICUT AVE,BRADLEY LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,50FFACC0-B6CC-49D6-8345-F79A9755471C,No,NO APPARENT INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",NOT DISTRACTED,MD,5E3DF5BF-7327-49B1-8C8E-F2991705B7AF,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,30,No,No,2006,DODGE,CARAVAN,38.97729867,-77.0772695,"(38.97729867, -77.0772695)"
MCP1182001P,170500533,Montgomery County Police,Injury Crash,04/05/2017 03:03:00 PM,Maryland (State),MASSACHUSETTS AVE,WYNNWOOD RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,9873530C-7190-4E55-8C3D-14647DC5B883,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,10821B04-6F32-4842-A8AD-A7DD102D2781,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2014,SUBARU,FORRESTR,38.96679166,-77.12549329,"(38.96679166, -77.12549329)"
MCP3096002X,200046616,Montgomery County Police,Property Damage Crash,11/25/2020 05:24:00 PM,County,DARNESTOWN RD,PHYSICIANS LA (ENT MED CTR),,,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,294FFB1F-B5C1-45D5-AF7E-C6C5E198291D,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,AFB1AFED-5958-40B9-9CFD-7A201CB7FFA7,SUPERFICIAL,ELEVEN OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,South,35,No,No,2017,GILG,BU,39.09918333,-77.21164833,"(39.09918333, -77.21164833)"
MCP24550016,16037845,Montgomery County Police,Property Damage Crash,07/26/2016 05:08:00 PM,County,CRABBS BRANCH WAY,REDLAND RD,,,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,,,36910203-368E-4898-81A3-BE9A7D39AE19,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,7DE5DF3D-E098-4D6A-A8DD-47E62171908B,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,North,35,No,No,2002,GMC,DENALI,39.119659,-77.15704,"(39.119659, -77.15704)"
MCP2971005P,210016046,Montgomery County Police,Property Damage Crash,04/29/2021 09:07:00 PM,County,CRYSTAL ROCK DR,CLOVERLEAF CENTER DR,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,B78E34BF-CA90-4F0C-83EC-7B65B5E7F864,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,AFCB9F55-0C70-4110-9DCD-1A4B4827F5BE,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,2018,LEXUS,IS350,39.19029333,-77.26666833,"(39.19029333, -77.26666833)"
MCP31610075,240053355,MONTGOMERY,Injury Crash,11/06/2024 06:16:00 PM,County Route,CHEVY CHASE LAKE DR,,,,,Front to Rear,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,A49E709A-FD91-4378-B434-751EE2C6B743,No,No Apparent Injury,,Unknown,MD,24E2A22C-A0C4-4808-917A-E6B1EC049A31,Functional,Twelve O Clock,Sport Utility Vehicle,,Northbound,35,No,No,2006,MAZDA,TRIBUTE,38.9938996,-77.07706572,"(38.9938996, -77.07706572)"
